,total_rev,total_profit,count,title_names,total_budget,number_topic,return
lda_topic_77,96310912848.0,16605361424.0,393,"The Adventures of Rocky and Bullwinkle**Cast Away**Digimon: The Movie**Dinosaur**Dude, Where's My Car?**Gun Shy**Highlander: The Final Dimension**Mission to Mars**Pitch Black**Red Planet**Shadow of the Vampire**Supernova**Titan A.E.**U-571**Under Suspicion**A.I. Artificial Intelligence**Atlantis: The Lost Empire**Black Hawk Down**Evolution**Final Fantasy: The Spirits Within**The Glass House**Jimmy Neutron: Boy Genius**Joe Somebody**Jurassic Park III**The Lost World: Jurassic Park**Life as a House**The Lord of the Rings: The Fellowship of the Ring**Monster's Ball**Planet of the Apes**Tape**Adaptation.**Austin Powers in Goldmember**Blade II**Blade**Bubba Ho-tep**Changing Lanes**The Crocodile Hunter: Collision Course**Confessions of a Dangerous Mind**Ghost Ship**Ice Age**K-19: The Widowmaker**Kung Pow! Enter the Fist**Lilo & Stitch**Men in Black II**One Hour Photo**The Powerpuff Girls Movie**Serving Sara**Signs**Solaris**Spirit: Stallion of the Cimarron**Star Trek: Nemesis**The Time Machine**Treasure Planet**The Wild Thornberrys Movie**Windtalkers**Brother Bear**The Core**Dreamcatcher**Wes Craven's New Nightmare**Gigli**Hulk**The Jungle Book**The Last Samurai**Looney Tunes: Back in Action**The Lord of the Rings: The Return of the King**Master and Commander: The Far Side of the World**The Matrix Reloaded**The Matrix**The Matrix Revolutions**My Boss' Daughter**Tears of the Sun**Timeline**Zero Day**Alien vs. Predator**Alien: Resurrection**Anacondas: The Hunt for the Blood Orchid**Anaconda**Around the World in 80 Days**Blade: Trinity**The Chronicles of Riddick**The Day After Tomorrow**Godzilla: Final Wars**Hellboy**Hidalgo**The Incredibles**Keane**King Arthur**Maria Full of Grace**Sky Captain and the World of Tomorrow**Van Helsing**The Village**The Adventures of Sharkboy and Lavagirl**The Cave**Chicken Little**The Chumscrubber**Cinderella Man**Constantine**Cruel World**Deuce Bigalow 2: European Gigolo**Duma**Fantastic Four**The Hitchhiker's Guide to the Galaxy**Hustle & Flow**Into the Blue**Just Like Heaven**King Kong**Kingdom of Heaven**Land of the Dead**Day of the Dead**Mr. & Mrs. Smith**The New World**Robots**Serenity**A Sound of Thunder**War of the Worlds**White Noise**All the King's Men**Apocalypto**DOA: Dead or Alive**Find Me Guilty**The Fountain**The Guardian**Happy Feet**Ice Age: The Meltdown**Infamous**Larry the Cable Guy: Health Inspector**Open Season**Over the Hedge**Pan's Labyrinth**Perfume: The Story of a Murderer**Poseidon**Slither**Superman IV: The Quest for Peace**Underworld: Evolution**The Wicker Man**The Wild**Aliens vs. Predator: Requiem**Aqua Teen Hunger Force Colon Movie Film for Theaters**Beowulf**Cassandra's Dream**Fantastic Four: Rise of the Silver Surfer**I Am Legend**Lions for Lambs**The Mist**Nancy Drew**The Number 23**Perfect Stranger**Resident Evil: Extinction**Resident Evil: Apocalypse**The Simpsons Movie**Stardust**Sunshine**TMNT**The Water Horse: Legend of the Deep**Babylon A.D.**Cloverfield**The Day the Earth Stood Still**Flash of Genius**The Forbidden Kingdom**The Happening**Hellboy II: The Golden Army**Horton Hears a Who!**Igor**The Incredible Hulk**Indiana Jones and the Kingdom of the Crystal Skull**Journey to the Center of the Earth**Meet Dave**The Mummy: Tomb of the Dragon Emperor**Nothing but the Truth**Shutter**Space Chimps**The Spiderwick Chronicles**Strange Wilderness**Tropic Thunder**Valkyrie**WALL-E**2012**9**Aliens in the Attic**Assassination of a High School President**Astro Boy**Avatar**Battle for Terra**Brothers**Cloudy with a Chance of Meatballs**Coraline**Did You Hear About the Morgans?**District 9**Dragonball Evolution**Fantastic Mr. Fox**Fighting**G-Force**G.I. Joe: The Rise of Cobra**Gamer**Ice Age: Dawn of the Dinosaurs**Janky Promoters**Land of the Lost**The Men Who Stare at Goats**Monsters vs. Aliens**The Twilight Saga: New Moon**Ninja Assassin**Pandorum**Race to Witch Mountain**Tekken**Terminator Salvation**Transformers: Revenge of the Fallen**Up**Watchmen**Year One**Zombieland**Alice in Wonderland**The Book of Eli**The Chronicles of Narnia: The Voyage of the Dawn Treader**Clash of the Titans**The Crazies**Daybreakers**Due Date**The Twilight Saga: Eclipse**Gulliver's Travels**The Last Airbender**Legend of the Guardians: The Owls of Ga'Hoole**Megamind**Percy Jackson & the Olympians: The Lightning Thief**Piranha 3D**Piranha**Predators**Resident Evil: Afterlife**Skyline**The Sorcerer's Apprentice**Splice**The Spy Next Door**Tangled**Tron: Legacy**Tron**Winter's Bone**Yogi Bear**African Cats**Apollo 18**Battle: Los Angeles**Captain America: The First Avenger**Conan the Barbarian**Contagion**Cowboys & Aliens**The Darkest Hour**Don't Be Afraid of the Dark**Fright Night**Green Lantern**Happy Feet Two**Immortals**Kung Fu Panda 2**Margaret**Mars Needs Moms**Muppets from Space**Paul**Pirates of the Caribbean: On Stranger Tides**Priest**Red Riding Hood**Rio**Rise of the Planet of the Apes**Sanctum**Season of the Witch**Super 8**The Thing**Thor**Transformers: Dark of the Moon**The Avengers**The Cabin in the Woods**Cloud Atlas**Frankenweenie**Ghost Rider: Spirit of Vengeance**The Grey**Ice Age: Continental Drift**John Carter**Journey 2: The Mysterious Island**Life of Pi**Madagascar 3: Europe's Most Wanted**The Man with the Iron Fists**Piranha 3DD**Prometheus**Red Dawn**Resident Evil: Retribution**Sound of My Voice**The Watch**47 Ronin**After Earth**American Hustle**Captain Phillips**Cloudy with a Chance of Meatballs 2**The Croods**Elysium**Ender's Game**Epic**Escape from Planet Earth**Free Birds**Fruitvale Station**G.I. Joe: Retaliation**The Hobbit: The Desolation of Smaug**The Hobbit: An Unexpected Journey**The Host**Iron Man 3**The Lost Medallion: The Adventures of Billy Stone**Lone Survivor**Man of Steel**The Mortal Instruments: City of Bones**Oblivion**Oz the Great and Powerful**Pacific Rim**Percy Jackson: Sea of Monsters**Riddick**Safe Haven**Side Effects**Star Trek Into Darkness**Thor: The Dark World**Walking with Dinosaurs**Warm Bodies**World War Z**The Legend of Hercules**The Nut Job**I, Frankenstein**Mega Shark Versus Crocosaurus**300: Rise of an Empire**Divergent**Noah**Captain America: The Winter Soldier**Rio 2**Transcendence**Godzilla**Edge of Tomorrow**How to Train Your Dragon 2**The Signal**Transformers: Age of Extinction**Earth to Echo**Dawn of the Planet of the Apes**Planes: Fire & Rescue**Hercules**Guardians of the Galaxy**Into the Storm**Teenage Mutant Ninja Turtles**As Above, So Below**The Boxtrolls**Dracula Untold**The Judge**The Book of Life**Interstellar**Big Hero 6**Penguins of Madagascar**Exodus: Gods and Kings**Wild Card**Jupiter Ascending**Seventh Son**Hot Tub Time Machine 2**Chappie**The Divergent Series: Insurgent**Home**Avengers: Age of Ultron**Tomorrowland**San Andreas**Insidious: Chapter 3**Jurassic World**Inside Out**Minions**Pixels**Everest**The Martian**The Good Dinosaur**Victor Frankenstein**In the Heart of the Sea**The 5th Wave**Kung Fu Panda 3**Deadpool**Gods of Egypt**The Divergent Series: Allegiant**The Huntsman: Winter's War**Ratchet & Clank**The Angry Birds Movie**X-Men: Apocalypse**Teenage Mutant Ninja Turtles: Out of the Shadows**Warcraft**Finding Dory**Independence Day: Resurgence**Independence Day**The Legend of Tarzan**Ghostbusters**Star Trek Beyond**Ice Age: Collision Course**Lights Out**Kubo and the Two Strings**The Light Between Oceans**Robinson Crusoe**The Magnificent Seven**Miss Peregrine's Home for Peculiar Children**Moana**Rogue One: A Star Wars Story**",31550095000.0,55,0.526317319298
lda_topic_17,112047761.0,28523880.5,2,My Dog Skip**Bad Santa**,27500000.0,7,1.03723201818
lda_topic_455,1697600000.0,576400000.0,3,America's Sweethearts**The Hunger Games**The Hunger Games: Catching Fire**,272400000.0,43,2.11600587372
lda_topic_73,58300000.0,-55850000.0,1,Little Nicky**,85000000.0,54,-0.657058823529
lda_topic_57,7963428.0,-26018286.0,2,Atlas Shrugged: Part I**Atlas Shrugged: Part II**,30000000.0,52,-0.8672762
lda_topic_308,234800000.0,-32600000.0,2,The Pink Panther**The Pink Panther 2**,150000000.0,18,-0.217333333333
lda_topic_324,60700000.0,-1650000.0,1,A History of Violence**,32000000.0,21,-0.0515625
lda_topic_372,546400000.0,148200000.0,1,Mission: Impossible 2**,125000000.0,28,1.1856
lda_topic_481,221936479.0,-16031760.5,3,The Beach**Bulletproof Monk**Shark Night**,127000000.0,46,-0.126234334646
lda_topic_411,58700000.0,1350000.0,1,Agent Cody Banks**,28000000.0,38,0.0482142857143
lda_topic_93,320600000.0,85300000.0,1,101 Dalmatians**,75000000.0,59,1.13733333333
lda_topic_109,3637446989.0,-24436505.5,47,Bring It On**Remember the Titans**The Replacements**Rules of Engagement**Tigerland**Vertical Limit**Donnie Darko**Hardball**The New Guy**The Rookie**We Were Soldiers**Radio**Control Room**DodgeBall: A True Underdog Story**Friday Night Lights**Miracle**Mr. 3000**Bad News Bears**The Bad News Bears**Bee Season**Coach Carter**Jarhead**Kicking & Screaming**The Longest Yard**The Pacifier**Beerfest**The Benchwarmers**Flags of Our Fathers**Glory Road**Gridiron Gang**Stick It**We Are Marshall**Blades of Glory**The Express**Leatherheads**Semi-Pro**W.**Cirque du Freak: The Vampire's Assistant**Invictus**The Fighter**Passion Play**Moneyball**Wreck-It Ralph**42**Draft Day**Dolphin Tale 2**Nerve**,1843160000.0,2,-0.0132579404392
lda_topic_345,5783937719.0,1478968859.5,25,The Kid**Shanghai Noon**Ali**The Animal**Cats and Dogs**Peter Pan**Biker Boyz**Matchstick Men**Willard 2.0**After the Sunset**D.E.B.S.**Teacher's Pet**Racing Stripes**Poultrygeist: Night of the Chicken Dead**The Golden Compass**Wild Hogs**The Hangover**Toy Story 3**Toy Story**Toy Story 2**A Better Life**The Hangover Part II**The Hangover Part III**Tusk**The Secret Life of Pets**,1413000000.0,25,1.04668709094
lda_topic_340,80282938.0,-35858531.0,2,"O Brother, Where Art Thou?**Death to Smoochy**",76000000.0,24,-0.471822776316
lda_topic_477,64400000.0,2200000.0,1,The Imaginarium of Doctor Parnassus**,30000000.0,45,0.0733333333333
lda_topic_100,369400000.0,11700000.0,2,Hollow Man**Daredevil**,173000000.0,0,0.0676300578035
lda_topic_435,202483352.0,-17158324.0,5,3 Strikes**Jason X**Freddy vs. Jason**Dark Water**The Interview**,118400000.0,41,-0.144918277027
lda_topic_229,237200000.0,28600000.0,1,Gone in 60 Seconds**,90000000.0,11,0.317777777778
lda_topic_448,1821400000.0,507700000.0,4,The Fast and the Furious**Cars**Fast & Furious**Fast & Furious 6**,403000000.0,42,1.25980148883
lda_topic_5,1106600000.0,375300000.0,2,Nutty Professor II: The Klumps**Finding Nemo**,178000000.0,51,2.10842696629
lda_topic_104,297400000.0,68700000.0,2,Miss Congeniality**J. Edgar**,80000000.0,1,0.85875
lda_topic_413,98200000.0,12100000.0,2,Equilibrium**Deuce Bigalow: Male Gigolo**,37000000.0,39,0.327027027027
lda_topic_169,114910835.0,30455417.5,2,O**Underworld**,27000000.0,6,1.12797842593
lda_topic_94,1694900000.0,424450000.0,5,The Mummy Returns**The Mummy**300**Meet the Spartans**Wrath of the Titans**,423000000.0,60,1.00342789598
lda_topic_182,1189600000.0,272300000.0,5,The Flintstones in Viva Rock Vegas**The Flintstones**Scooby-Doo**Scooby-Doo 2: Monsters Unleashed**22 Jump Street**,322500000.0,8,0.844341085271
lda_topic_401,991636975.0,205318487.5,6,The Original Kings of Comedy**Pootie Tang**The Mask of Zorro**Kung Fu Panda**Black Nativity**Kick-Ass 2**,290500000.0,34,0.706776204819
lda_topic_254,1700000.0,-150000.0,1,Girlfight**,1000000.0,12,-0.15
lda_topic_493,80500000.0,20250000.0,1,Vampires Suck**,20000000.0,49,1.0125
lda_topic_490,360800000.0,43400000.0,3,Drowning Mona**Garfield: The Movie**Herbie: Fully Loaded**,137000000.0,48,0.316788321168
lda_topic_406,1358300000.0,281150000.0,5,Zoolander**Madagascar**Madagascar: Escape 2 Africa**The Campaign**Zoolander No. 2**,398000000.0,36,0.706407035176
lda_topic_193,257900000.0,98950000.0,2,The Grudge**The Grudge 2**,30000000.0,10,3.29833333333
lda_topic_332,248600000.0,124240000.0,1,The Blair Witch Project**,60000.0,23,2070.66666667
lda_topic_330,9831648697.0,1614078638.5,63,Bounce**Frequency**Scream 3**Scream 2**Space Cowboys**Unbreakable**The Yards**Domestic Disturbance**Dr. Dolittle 2**Joe Dirt**L.I.E.**Megiddo: The Omega Code 2**Original Sin**Pearl Harbor**25th Hour**Catch Me If You Can**Gangs of New York**Mr. Deeds Goes to Town**Road to Perdition**The Santa Clause 2**Stealing Harvard**The Transporter**Elf**Secondhand Lions**Terminator 3: Rise of the Machines**Terminator 2: Judgment Day**The Aviator**Flight of the Phoenix**The Passion of the Christ**The Polar Express**Soul Plane**Team America: World Police**Cry Wolf**Flightplan**The Legend of Zorro**The Matador**Stealth**Wedding Crashers**The Fast and the Furious: Tokyo Drift**Idiocracy**The Santa Clause 3: The Escape Clause**United 93**An American Carol**Superhero Movie**Knowing**Inception**Red**Unstoppable**Arthur Christmas**I Am Number Four**Kill the Irishman**The Perfect Host**Super**Abraham Lincoln: Vampire Hunter**Lincoln**The Company You Keep**Gravity**Olympus Has Fallen**Son of God**Left Behind**Maps to the Stars**Central Intelligence**Ben-Hur**Sully**,3346745710.0,22,0.48228302308
lda_topic_272,80049764.0,-2975118.0,1,Finding Forrester**,43000000.0,14,-0.0691887906977
lda_topic_259,358600000.0,90300000.0,3,The Notebook**Killer Joe**Planes**,89000000.0,13,1.01460674157
